X (Volt)	Y (Volt)
-1.393359E-2	-2.734375E-3
3.760938E-2	-7.812499E-4
8.632031E-2	1.562500E-3
1.378633E-1	3.906250E-3
1.916719E-1	6.640624E-3
2.460469E-1	8.984374E-3
3.009883E-1	1.132812E-2
3.542305E-1	1.367187E-2
4.012422E-1	1.562500E-2
4.471211E-1	1.796875E-2
4.958320E-1	1.992187E-2
5.428437E-1	2.226562E-2
5.858906E-1	2.421875E-2
6.255391E-1	2.617187E-2
6.646211E-1	2.812500E-2
7.031367E-1	2.968750E-2
7.399531E-1	3.164062E-2
7.745039E-1	3.281250E-2
8.039570E-1	3.437500E-2
8.288789E-1	3.554687E-2
8.481367E-1	3.632812E-2
8.622969E-1	3.710937E-2
8.741914E-1	3.750000E-2
8.838203E-1	3.789062E-2
8.911836E-1	3.789062E-2
8.968476E-1	3.828125E-2
9.002461E-1	3.828125E-2
9.030781E-1	3.789062E-2
9.042109E-1	3.789062E-2
8.991133E-1	3.789062E-2
8.866523E-1	3.710937E-2
8.673945E-1	3.593750E-2
8.436055E-1	3.515625E-2
8.175508E-1	3.359375E-2
7.892305E-1	3.203125E-2
7.586445E-1	3.046875E-2
7.263594E-1	2.890625E-2
6.889766E-1	2.734375E-2
6.459297E-1	2.500000E-2
6.011836E-1	2.304687E-2
5.547383E-1	2.070312E-2
5.094258E-1	1.835937E-2
4.612812E-1	1.601562E-2
4.063398E-1	1.367187E-2
3.468672E-1	1.093750E-2
2.862617E-1	8.203124E-3
2.279219E-1	5.468749E-3
1.701484E-1	2.734375E-3
1.157734E-1	3.906250E-4
6.366406E-2	-1.953125E-3
1.268750E-2	-4.296875E-3
-3.942187E-2	-6.640624E-3
-9.039843E-2	-8.984374E-3
-1.419414E-1	-1.093750E-2
-1.963164E-1	-1.328125E-2
-2.518242E-1	-1.562500E-2
-3.067656E-1	-1.796875E-2
-3.583086E-1	-2.070312E-2
-4.053203E-1	-2.304687E-2
-4.511992E-1	-2.500000E-2
-4.999101E-1	-2.695312E-2
-5.486211E-1	-2.929687E-2
-5.916680E-1	-3.164062E-2
-6.324492E-1	-3.320312E-2
-6.692656E-1	-3.476562E-2
-7.072148E-1	-3.632812E-2
-7.428984E-1	-3.828125E-2
-7.774492E-1	-3.945312E-2
-8.086015E-1	-4.101562E-2
-8.329570E-1	-4.179687E-2
-8.510820E-1	-4.257812E-2
-8.646758E-1	-4.335937E-2
-8.771367E-1	-4.375000E-2
-8.867656E-1	-4.414062E-2
-8.941289E-1	-4.453125E-2
-8.992265E-1	-4.453125E-2
-9.026250E-1	-4.453125E-2
-9.048906E-1	-4.453125E-2
-9.054570E-1	-4.453125E-2
-9.014922E-1	-4.414062E-2
-8.895976E-1	-4.375000E-2
-8.714726E-1	-4.257812E-2
-8.482500E-1	-4.140625E-2
-8.227617E-1	-4.023437E-2
-7.933086E-1	-3.906250E-2
-7.632890E-1	-3.750000E-2
-7.310039E-1	-3.593750E-2
-6.941875E-1	-3.437500E-2
-6.528398E-1	-3.203125E-2
-6.075273E-1	-3.007812E-2
-5.599492E-1	-2.773437E-2
-5.129375E-1	-2.539062E-2
-4.642266E-1	-2.304687E-2
-4.092851E-1	-2.070312E-2
-3.520781E-1	-1.757812E-2
-2.926055E-1	-1.484375E-2
-2.331328E-1	-1.250000E-2
-1.747930E-1	-9.765624E-3
-1.192852E-1	-7.421874E-3
-6.660937E-2	-5.078124E-3
-1.393359E-2	-2.734375E-3
3.647656E-2	-3.906250E-4
8.632031E-2	1.562500E-3
1.367305E-1	4.296875E-3
1.911055E-1	6.640624E-3
2.466133E-1	8.984374E-3
3.015547E-1	1.132812E-2
3.536641E-1	1.367187E-2
4.001094E-1	1.601562E-2
4.459883E-1	1.796875E-2
4.941328E-1	2.031250E-2
5.422773E-1	2.226562E-2
5.853242E-1	2.460937E-2
6.261055E-1	2.617187E-2
6.646211E-1	2.812500E-2
7.031367E-1	3.007812E-2
7.399531E-1	3.164062E-2
7.745039E-1	3.320312E-2
8.045234E-1	3.437500E-2
8.305781E-1	3.554687E-2
8.492695E-1	3.632812E-2
8.639961E-1	3.710937E-2
8.758906E-1	3.750000E-2
8.849531E-1	3.789062E-2
8.917500E-1	3.789062E-2
8.974140E-1	3.828125E-2
9.013789E-1	3.828125E-2
9.036445E-1	3.828125E-2
9.036445E-1	3.828125E-2
8.991133E-1	3.789062E-2
8.866523E-1	3.710937E-2
8.679609E-1	3.632812E-2
8.441719E-1	3.515625E-2
8.175508E-1	3.359375E-2
7.897969E-1	3.203125E-2
7.592109E-1	3.085937E-2
7.269258E-1	2.929687E-2
6.901094E-1	2.734375E-2
6.481953E-1	2.500000E-2
6.017500E-1	2.304687E-2
5.558711E-1	2.070312E-2
5.105586E-1	1.835937E-2
4.612812E-1	1.601562E-2
4.069062E-1	1.367187E-2
3.480000E-1	1.093750E-2
2.868281E-1	8.203124E-3
2.284883E-1	5.468749E-3
1.701484E-1	2.734375E-3
1.146406E-1	3.906250E-4
6.309766E-2	-2.343750E-3
1.155469E-2	-4.296875E-3
-4.055469E-2	-6.640624E-3
-9.266406E-2	-8.984374E-3
-1.442070E-1	-1.132812E-2
-1.985820E-1	-1.328125E-2
-2.535234E-1	-1.562500E-2
-3.078984E-1	-1.835937E-2
-3.600078E-1	-2.070312E-2
-4.070195E-1	-2.304687E-2
-4.534648E-1	-2.500000E-2
-5.016094E-1	-2.734375E-2
-5.497539E-1	-2.929687E-2
-5.928008E-1	-3.164062E-2
-6.324492E-1	-3.320312E-2
-6.692656E-1	-3.515625E-2
-7.072148E-1	-3.671875E-2
-7.423320E-1	-3.828125E-2
-7.768828E-1	-3.945312E-2
-8.080351E-1	-4.101562E-2
-8.329570E-1	-4.218750E-2
-8.510820E-1	-4.296875E-2
-8.652422E-1	-4.335937E-2
-8.777031E-1	-4.414062E-2
-8.867656E-1	-4.414062E-2
-8.935625E-1	-4.453125E-2
-8.986601E-1	-4.453125E-2
-9.020586E-1	-4.453125E-2
-9.043242E-1	-4.453125E-2
-9.043242E-1	-4.453125E-2
-9.003594E-1	-4.414062E-2
-8.878984E-1	-4.375000E-2
-8.703398E-1	-4.257812E-2
-8.471172E-1	-4.140625E-2
-8.210625E-1	-4.023437E-2
-7.927422E-1	-3.867187E-2
-7.621562E-1	-3.750000E-2
-7.298711E-1	-3.593750E-2
-6.936211E-1	-3.437500E-2
-6.528398E-1	-3.242187E-2
-6.075273E-1	-3.007812E-2
-5.605156E-1	-2.773437E-2
-5.129375E-1	-2.539062E-2
-4.642266E-1	-2.304687E-2
-4.092851E-1	-2.070312E-2
-3.520781E-1	-1.796875E-2
-2.931719E-1	-1.523437E-2
-2.325664E-1	-1.250000E-2
-1.742266E-1	-1.015625E-2
-1.187187E-1	-7.421874E-3
-6.660937E-2	-5.078124E-3
-1.393359E-2	-2.734375E-3
3.704297E-2	-7.812499E-4
8.518750E-2	1.562500E-3
1.361641E-1	3.906250E-3
1.905391E-1	6.249999E-3
2.466133E-1	8.984374E-3
3.015547E-1	1.132812E-2
3.553633E-1	1.367187E-2
4.023750E-1	1.562500E-2
4.471211E-1	1.796875E-2
4.952656E-1	1.992187E-2
5.428437E-1	2.226562E-2
5.858906E-1	2.421875E-2
6.266719E-1	2.617187E-2
6.651875E-1	2.812500E-2
7.042695E-1	3.007812E-2
7.410859E-1	3.125000E-2
7.750703E-1	3.281250E-2
8.050898E-1	3.437500E-2
8.300117E-1	3.554687E-2
8.487031E-1	3.632812E-2
8.639961E-1	3.671875E-2
8.753242E-1	3.710937E-2
8.843867E-1	3.750000E-2
8.917500E-1	3.789062E-2
8.974140E-1	3.789062E-2
9.013789E-1	3.789062E-2
9.030781E-1	3.828125E-2
9.042109E-1	3.789062E-2
8.996797E-1	3.789062E-2
8.866523E-1	3.710937E-2
8.679609E-1	3.632812E-2
8.441719E-1	3.476562E-2
8.181172E-1	3.359375E-2
7.892305E-1	3.203125E-2
7.586445E-1	3.046875E-2
7.257930E-1	2.890625E-2
6.884101E-1	2.695312E-2
6.459297E-1	2.500000E-2
6.011836E-1	2.265625E-2
5.541719E-1	2.031250E-2
5.088594E-1	1.835937E-2
4.595820E-1	1.601562E-2
4.052070E-1	1.328125E-2
3.451680E-1	1.093750E-2
2.845625E-1	8.203124E-3
2.273555E-1	5.468749E-3
1.690156E-1	2.734375E-3
1.146406E-1	0.000000E+0
6.423047E-2	-2.343750E-3
1.268750E-2	-4.296875E-3
-3.942187E-2	-6.640624E-3
-9.153125E-2	-8.984374E-3
-1.430742E-1	-1.132812E-2
-1.968828E-1	-1.328125E-2
-2.529570E-1	-1.562500E-2
-3.078984E-1	-1.835937E-2
-3.605742E-1	-2.070312E-2
-4.064531E-1	-2.304687E-2
-4.528984E-1	-2.500000E-2
-5.004766E-1	-2.734375E-2
-5.491875E-1	-2.968750E-2
-5.928008E-1	-3.164062E-2
-6.324492E-1	-3.359375E-2
-6.698320E-1	-3.515625E-2
-7.072148E-1	-3.671875E-2
-7.428984E-1	-3.828125E-2
-7.768828E-1	-3.945312E-2
-8.086015E-1	-4.101562E-2
-8.329570E-1	-4.218750E-2
-8.510820E-1	-4.296875E-2
-8.658086E-1	-4.335937E-2
-8.777031E-1	-4.375000E-2
-8.867656E-1	-4.414062E-2
-8.941289E-1	-4.453125E-2
-8.986601E-1	-4.453125E-2
-9.026250E-1	-4.453125E-2
-9.048906E-1	-4.453125E-2
-9.054570E-1	-4.453125E-2
-9.009258E-1	-4.414062E-2
-8.890312E-1	-4.375000E-2
-8.709062E-1	-4.257812E-2
-8.482500E-1	-4.140625E-2
-8.221953E-1	-4.023437E-2
-7.927422E-1	-3.906250E-2
-7.627226E-1	-3.750000E-2
-7.304375E-1	-3.593750E-2
-6.936211E-1	-3.437500E-2
-6.534062E-1	-3.242187E-2
-6.080937E-1	-3.007812E-2
-5.605156E-1	-2.773437E-2
-5.129375E-1	-2.539062E-2
-4.647930E-1	-2.304687E-2
-4.098516E-1	-2.070312E-2
-3.526445E-1	-1.796875E-2
-2.926055E-1	-1.484375E-2
-2.331328E-1	-1.250000E-2
-1.747930E-1	-1.015625E-2
-1.192852E-1	-7.421874E-3
-6.547656E-2	-5.078124E-3
-1.280078E-2	-2.734375E-3
3.817578E-2	-3.906250E-4
8.688672E-2	1.562500E-3
1.378633E-1	4.296875E-3
1.928047E-1	6.640624E-3
2.477461E-1	8.984374E-3
3.015547E-1	1.132812E-2
3.547969E-1	1.367187E-2
4.018086E-1	1.562500E-2
4.471211E-1	1.796875E-2
4.958320E-1	1.992187E-2
5.434101E-1	2.226562E-2
5.870234E-1	2.421875E-2
6.266719E-1	2.617187E-2
6.657539E-1	2.812500E-2
7.042695E-1	3.007812E-2
7.410859E-1	3.164062E-2
7.750703E-1	3.320312E-2
8.050898E-1	3.437500E-2
8.300117E-1	3.554687E-2
8.487031E-1	3.632812E-2
8.639961E-1	3.710937E-2
8.758906E-1	3.750000E-2
8.855195E-1	3.789062E-2
8.923164E-1	3.789062E-2
8.974140E-1	3.828125E-2
9.008125E-1	3.828125E-2
9.036445E-1	3.828125E-2
9.042109E-1	3.828125E-2
8.991133E-1	3.789062E-2
8.866523E-1	3.710937E-2
8.679609E-1	3.632812E-2
8.447383E-1	3.515625E-2
8.175508E-1	3.359375E-2
7.892305E-1	3.242187E-2
7.592109E-1	3.085937E-2
7.257930E-1	2.929687E-2
6.884101E-1	2.734375E-2
6.459297E-1	2.500000E-2
6.006172E-1	2.265625E-2
5.541719E-1	2.070312E-2
5.088594E-1	1.835937E-2
4.601484E-1	1.601562E-2
4.052070E-1	1.328125E-2
3.451680E-1	1.093750E-2
2.839961E-1	8.203124E-3
2.256562E-1	5.468749E-3
1.678828E-1	2.734375E-3
1.129414E-1	0.000000E+0
6.196484E-2	-2.343750E-3
9.855470E-3	-4.296875E-3
-4.168750E-2	-6.640624E-3
-9.436328E-2	-8.984374E-3
-1.453398E-1	-1.132812E-2
-1.997148E-1	-1.328125E-2
-2.552227E-1	-1.562500E-2
-3.095976E-1	-1.835937E-2
-3.617070E-1	-2.070312E-2
-4.087187E-1	-2.304687E-2
-4.551641E-1	-2.500000E-2
-5.033086E-1	-2.734375E-2
-5.514531E-1	-2.968750E-2
