X (Volt)	Y (Volt)
1.769453E-1	3.515625E-3
2.194258E-1	3.945312E-2
2.607734E-1	7.499999E-2
3.021211E-1	1.093750E-1
3.457344E-1	1.441406E-1
3.876484E-1	1.789062E-1
4.289961E-1	2.125000E-1
4.680781E-1	2.445312E-1
5.037617E-1	2.753906E-1
5.360469E-1	3.035156E-1
5.655000E-1	3.304687E-1
5.938203E-1	3.562500E-1
6.198750E-1	3.796875E-1
6.442305E-1	4.019531E-1
6.663203E-1	4.226562E-1
6.884101E-1	4.414062E-1
7.105000E-1	4.589843E-1
7.331562E-1	4.742187E-1
7.546797E-1	4.871093E-1
7.705391E-1	4.984374E-1
7.790351E-1	5.070312E-1
7.813008E-1	5.140624E-1
7.773359E-1	5.183593E-1
7.677070E-1	5.210937E-1
7.529805E-1	5.218749E-1
7.342891E-1	5.210937E-1
7.121992E-1	5.187499E-1
6.844453E-1	5.148437E-1
6.544258E-1	5.097656E-1
6.232734E-1	5.031249E-1
5.915547E-1	4.957031E-1
5.581367E-1	4.867187E-1
5.224531E-1	4.761718E-1
4.833711E-1	4.636718E-1
4.442891E-1	4.484375E-1
4.057734E-1	4.316406E-1
3.672578E-1	4.125000E-1
3.321406E-1	3.914062E-1
2.964570E-1	3.679687E-1
2.607734E-1	3.429687E-1
2.250898E-1	3.164062E-1
1.882734E-1	2.890625E-1
1.486250E-1	2.605468E-1
1.084102E-1	2.292969E-1
6.876172E-2	1.968750E-1
2.741406E-2	1.625000E-1
-1.563281E-2	1.277344E-1
-5.754687E-2	9.335937E-2
-9.946093E-2	5.820312E-2
-1.419414E-1	2.226562E-2
-1.861211E-1	-1.250000E-2
-2.291680E-1	-4.765625E-2
-2.710820E-1	-8.398437E-2
-3.129961E-1	-1.191406E-1
-3.543437E-1	-1.531250E-1
-3.951250E-1	-1.875000E-1
-4.364726E-1	-2.210937E-1
-4.744219E-1	-2.539062E-1
-5.095391E-1	-2.847656E-1
-5.418242E-1	-3.136718E-1
-5.724101E-1	-3.398437E-1
-6.007305E-1	-3.652343E-1
-6.273515E-1	-3.890625E-1
-6.505742E-1	-4.105468E-1
-6.709648E-1	-4.312500E-1
-6.919219E-1	-4.503906E-1
-7.134453E-1	-4.683593E-1
-7.355351E-1	-4.839843E-1
-7.564922E-1	-4.976562E-1
-7.717851E-1	-5.085937E-1
-7.808476E-1	-5.175781E-1
-7.825469E-1	-5.238281E-1
-7.785820E-1	-5.281249E-1
-7.683867E-1	-5.304687E-1
-7.530937E-1	-5.312499E-1
-7.349687E-1	-5.304687E-1
-7.128789E-1	-5.281249E-1
-6.862578E-1	-5.246093E-1
-6.573711E-1	-5.199218E-1
-6.273515E-1	-5.132812E-1
-5.945000E-1	-5.054687E-1
-5.599492E-1	-4.964843E-1
-5.225664E-1	-4.851562E-1
-4.846172E-1	-4.718750E-1
-4.461016E-1	-4.562500E-1
-4.081523E-1	-4.386718E-1
-3.724687E-1	-4.191406E-1
-3.367851E-1	-3.980468E-1
-3.028008E-1	-3.746093E-1
-2.671172E-1	-3.492187E-1
-2.314336E-1	-3.238281E-1
-1.934844E-1	-2.960937E-1
-1.544023E-1	-2.664062E-1
-1.136211E-1	-2.351562E-1
-7.283984E-2	-2.019531E-1
-3.035937E-2	-1.679687E-1
1.325391E-2	-1.335937E-1
5.403516E-2	-9.882811E-2
9.368359E-2	-6.328124E-2
1.367305E-1	-2.773437E-2
1.803437E-1	6.640624E-3
2.233906E-1	4.257812E-2
2.647383E-1	7.851562E-2
3.060859E-1	1.125000E-1
3.485664E-1	1.472656E-1
3.910469E-1	1.820312E-1
4.318281E-1	2.152344E-1
4.703437E-1	2.472656E-1
5.060273E-1	2.777343E-1
5.377461E-1	3.054687E-1
5.677656E-1	3.328125E-1
5.960859E-1	3.582031E-1
6.210078E-1	3.816406E-1
6.459297E-1	4.035156E-1
6.680195E-1	4.242187E-1
6.895430E-1	4.425781E-1
7.121992E-1	4.601562E-1
7.354219E-1	4.753906E-1
7.558125E-1	4.882812E-1
7.711055E-1	4.992187E-1
7.790351E-1	5.078124E-1
7.807344E-1	5.140624E-1
7.756367E-1	5.187499E-1
7.654414E-1	5.210937E-1
7.507148E-1	5.214843E-1
7.325898E-1	5.207031E-1
7.093672E-1	5.183593E-1
6.816133E-1	5.144531E-1
6.515937E-1	5.089843E-1
6.204414E-1	5.023437E-1
5.881562E-1	4.949218E-1
5.536055E-1	4.855468E-1
5.179219E-1	4.750000E-1
4.788398E-1	4.625000E-1
4.403242E-1	4.468750E-1
4.023750E-1	4.300781E-1
3.644258E-1	4.109375E-1
3.281758E-1	3.894531E-1
2.930586E-1	3.660156E-1
2.573750E-1	3.410156E-1
2.216914E-1	3.140625E-1
1.843086E-1	2.871093E-1
1.452266E-1	2.582031E-1
1.050117E-1	2.269531E-1
6.536328E-2	1.941406E-1
2.401563E-2	1.597656E-1
-1.846484E-2	1.246094E-1
-6.151172E-2	9.023437E-2
-1.028594E-1	5.507812E-2
-1.453398E-1	1.914062E-2
-1.889531E-1	-1.523437E-2
-2.325664E-1	-5.078124E-2
-2.750469E-1	-8.710937E-2
-3.169609E-1	-1.222656E-1
-3.588750E-1	-1.558594E-1
-3.985234E-1	-1.902344E-1
-4.398711E-1	-2.238281E-1
-4.772539E-1	-2.562500E-1
-5.118047E-1	-2.871093E-1
-5.446562E-1	-3.160156E-1
-5.746758E-1	-3.417968E-1
-6.024297E-1	-3.671875E-1
-6.279180E-1	-3.910156E-1
-6.517070E-1	-4.125000E-1
-6.726640E-1	-4.328125E-1
-6.941875E-1	-4.519531E-1
-7.151445E-1	-4.695312E-1
-7.372344E-1	-4.851562E-1
-7.576250E-1	-4.988281E-1
-7.740508E-1	-5.097656E-1
-7.814140E-1	-5.183593E-1
-7.831133E-1	-5.242187E-1
-7.780156E-1	-5.285156E-1
-7.678203E-1	-5.308593E-1
-7.519609E-1	-5.312499E-1
-7.338359E-1	-5.304687E-1
-7.106133E-1	-5.281249E-1
-6.834258E-1	-5.242187E-1
-6.551055E-1	-5.191406E-1
-6.239531E-1	-5.124999E-1
-5.916680E-1	-5.046874E-1
-5.576836E-1	-4.953124E-1
-5.203008E-1	-4.839843E-1
-4.817851E-1	-4.707031E-1
-4.438359E-1	-4.546875E-1
-4.053203E-1	-4.371093E-1
-3.690703E-1	-4.175781E-1
-3.339531E-1	-3.960937E-1
-2.994023E-1	-3.722656E-1
-2.637187E-1	-3.468750E-1
-2.269023E-1	-3.210937E-1
-1.889531E-1	-2.929687E-1
-1.498711E-1	-2.632812E-1
-1.102227E-1	-2.320312E-1
-6.887500E-2	-1.988281E-1
-2.582812E-2	-1.644531E-1
1.721875E-2	-1.300781E-1
5.856641E-2	-9.531249E-2
9.821484E-2	-5.937499E-2
1.412617E-1	-2.382812E-2
1.854414E-1	1.054687E-2
2.279219E-1	4.648437E-2
2.692695E-1	8.242187E-2
3.111836E-1	1.164062E-1
3.536641E-1	1.511719E-1
3.967109E-1	1.859375E-1
4.374922E-1	2.191406E-1
4.760078E-1	2.511718E-1
5.111250E-1	2.812500E-1
5.428437E-1	3.089843E-1
5.722969E-1	3.363281E-1
6.006172E-1	3.613281E-1
6.261055E-1	3.847656E-1
6.498945E-1	4.066406E-1
6.725508E-1	4.269531E-1
6.935078E-1	4.453125E-1
7.161641E-1	4.628906E-1
7.393867E-1	4.773437E-1
7.603437E-1	4.902343E-1
7.745039E-1	5.007812E-1
7.824336E-1	5.089843E-1
7.830000E-1	5.152343E-1
7.773359E-1	5.195312E-1
7.665742E-1	5.214843E-1
7.507148E-1	5.218749E-1
7.314570E-1	5.207031E-1
7.076680E-1	5.183593E-1
6.799141E-1	5.144531E-1
6.498945E-1	5.085937E-1
6.176094E-1	5.019531E-1
5.847578E-1	4.941406E-1
5.513398E-1	4.847656E-1
5.150898E-1	4.742187E-1
4.760078E-1	4.613281E-1
4.369258E-1	4.457031E-1
3.989766E-1	4.285156E-1
3.604609E-1	4.089843E-1
3.242109E-1	3.875000E-1
2.896602E-1	3.636718E-1
