X (Volt)	Y (Volt)
9.609360E-3	-7.031249E-3
4.828124E-2	-3.125000E-3
9.281250E-2	1.953125E-3
1.449609E-1	7.421874E-3
1.976953E-1	1.171875E-2
2.492578E-1	1.562500E-2
2.996485E-1	1.914062E-2
3.465235E-1	2.226562E-2
3.910547E-1	2.460937E-2
4.367579E-1	2.695312E-2
4.818751E-1	2.968750E-2
5.228907E-1	3.164062E-2
5.609766E-1	3.359375E-2
5.984766E-1	3.515625E-2
6.353907E-1	3.710937E-2
6.705470E-1	3.867187E-2
7.027735E-1	4.062500E-2
7.320704E-1	4.179687E-2
7.543360E-1	4.296875E-2
7.707423E-1	4.375000E-2
7.848048E-1	4.453125E-2
7.965236E-1	4.492187E-2
8.047267E-1	4.531250E-2
8.111720E-1	4.531250E-2
8.158595E-1	4.531250E-2
8.187892E-1	4.531250E-2
8.217189E-1	4.570312E-2
8.223048E-1	4.531250E-2
8.187892E-1	4.531250E-2
8.094142E-1	4.453125E-2
7.953517E-1	4.375000E-2
7.748439E-1	4.296875E-2
7.519923E-1	4.140625E-2
7.256251E-1	3.984375E-2
6.969142E-1	3.828125E-2
6.664454E-1	3.671875E-2
6.336329E-1	3.515625E-2
5.973048E-1	3.320312E-2
5.598048E-1	3.125000E-2
5.205469E-1	2.890625E-2
4.801173E-1	2.695312E-2
4.361719E-1	2.460937E-2
3.857813E-1	2.226562E-2
3.307032E-1	1.953125E-2
2.762110E-1	1.640625E-2
2.240625E-1	1.367187E-2
1.713281E-1	1.093750E-2
1.215234E-1	8.593749E-3
7.523437E-2	5.859374E-3
2.953124E-2	3.125000E-3
-1.675783E-2	0.000000E+0
-5.601565E-2	-3.515625E-3
-1.034766E-1	-8.593749E-3
-1.550391E-1	-1.328125E-2
-2.077735E-1	-1.796875E-2
-2.605079E-1	-2.226562E-2
-3.114844E-1	-2.578125E-2
-3.571876E-1	-2.890625E-2
-4.011329E-1	-3.164062E-2
-4.474220E-1	-3.398437E-2
-4.913673E-1	-3.632812E-2
-5.312110E-1	-3.828125E-2
-5.704689E-1	-3.984375E-2
-6.079689E-1	-4.179687E-2
-6.442970E-1	-4.335937E-2
-6.776954E-1	-4.531250E-2
-7.087501E-1	-4.648437E-2
-7.362892E-1	-4.804687E-2
-7.579689E-1	-4.921874E-2
-7.737892E-1	-4.999999E-2
-7.878517E-1	-5.078124E-2
-7.995705E-1	-5.117187E-2
-8.077736E-1	-5.156249E-2
-8.136330E-1	-5.156249E-2
-8.183205E-1	-5.195312E-2
-8.218361E-1	-5.195312E-2
-8.247658E-1	-5.195312E-2
-8.247658E-1	-5.156249E-2
-8.212502E-1	-5.156249E-2
-8.118752E-1	-5.078124E-2
-7.978127E-1	-4.999999E-2
-7.773048E-1	-4.882812E-2
-7.544533E-1	-4.765625E-2
-7.280861E-1	-4.609375E-2
-7.005470E-1	-4.453125E-2
-6.706642E-1	-4.296875E-2
-6.372658E-1	-4.140625E-2
-6.003517E-1	-3.945312E-2
-5.610939E-1	-3.750000E-2
-5.206642E-1	-3.554687E-2
-4.796485E-1	-3.359375E-2
-4.345313E-1	-3.125000E-2
-3.853126E-1	-2.851562E-2
-3.319923E-1	-2.578125E-2
-2.780860E-1	-2.304687E-2
-2.235938E-1	-2.031250E-2
-1.714454E-1	-1.718750E-2
-1.216407E-1	-1.445312E-2
-7.476565E-2	-1.210937E-2
-2.789065E-2	-9.374999E-3
1.605467E-2	-6.640624E-3
5.531249E-2	-2.343750E-3
1.010156E-1	2.734375E-3
1.537500E-1	7.812499E-3
2.064844E-1	1.210937E-2
2.580469E-1	1.601562E-2
3.078516E-1	1.953125E-2
3.541407E-1	2.226562E-2
3.992579E-1	2.460937E-2
4.443751E-1	2.734375E-2
4.883204E-1	2.968750E-2
5.293360E-1	3.164062E-2
5.668360E-1	3.359375E-2
6.049220E-1	3.554687E-2
6.412501E-1	3.710937E-2
6.764063E-1	3.906250E-2
7.080470E-1	4.062500E-2
7.361720E-1	4.179687E-2
7.578517E-1	4.296875E-2
7.730861E-1	4.375000E-2
7.865626E-1	4.414062E-2
7.971095E-1	4.492187E-2
8.058986E-1	4.492187E-2
8.117579E-1	4.531250E-2
8.164454E-1	4.531250E-2
8.187892E-1	4.531250E-2
8.211329E-1	4.531250E-2
8.223048E-1	4.531250E-2
8.182032E-1	4.492187E-2
8.076564E-1	4.453125E-2
7.924220E-1	4.335937E-2
7.713282E-1	4.218750E-2
7.467189E-1	4.101562E-2
7.197657E-1	3.945312E-2
6.922267E-1	3.789062E-2
6.611720E-1	3.632812E-2
6.271876E-1	3.476562E-2
5.914454E-1	3.281250E-2
5.527735E-1	3.085937E-2
5.135157E-1	2.851562E-2
4.725001E-1	2.656250E-2
4.279688E-1	2.421875E-2
3.769922E-1	2.148437E-2
3.230860E-1	1.875000E-2
2.691797E-1	1.601562E-2
2.176172E-1	1.328125E-2
1.648828E-1	1.054687E-2
1.150781E-1	8.203124E-3
6.937500E-2	5.468749E-3
2.191405E-2	2.734375E-3
-2.144533E-2	-3.906250E-4
-6.128909E-2	-3.906250E-3
-1.093360E-1	-8.984374E-3
-1.608985E-1	-1.367187E-2
-2.136329E-1	-1.835937E-2
-2.669532E-1	-2.265625E-2
-3.161719E-1	-2.617187E-2
-3.624610E-1	-2.929687E-2
-4.069923E-1	-3.164062E-2
-4.526954E-1	-3.437500E-2
-4.966407E-1	-3.632812E-2
-5.364845E-1	-3.828125E-2
-5.745704E-1	-4.023437E-2
-6.114845E-1	-4.179687E-2
-6.483986E-1	-4.375000E-2
-6.812111E-1	-4.531250E-2
-7.122658E-1	-4.687500E-2
-7.392189E-1	-4.843750E-2
-7.603126E-1	-4.921874E-2
-7.755470E-1	-4.999999E-2
-7.890236E-1	-5.078124E-2
-8.001564E-1	-5.117187E-2
-8.089455E-1	-5.156249E-2
-8.148048E-1	-5.156249E-2
-8.189064E-1	-5.195312E-2
-8.218361E-1	-5.195312E-2
-8.241798E-1	-5.195312E-2
-8.247658E-1	-5.195312E-2
-8.206642E-1	-5.156249E-2
-8.107033E-1	-5.078124E-2
-7.954689E-1	-4.999999E-2
-7.749611E-1	-4.882812E-2
